synthetic_id,model_spec_version,global_synthetic_number,anchor_index,variant_number,variant_type,is_exact_anchor_fit,anchor_recording_uid,anchor_recording_id,tissue,source_neighbour_recording_uid,interpolation_fraction,random_seed,residual_noise_added,n_time_points,duration_days,fit_start_day_original,forskolin_day_original,forskolin_day_zero,drift_reference_day_original,drift_reference_day_zero,reference_window_start_day_original,reference_window_end_day_original,reference_window_n_points,profiled_initial_phase_radians,transition_duration_days,acute_transient_shape,acute_transient_sigma_hours,fit_pre_amplitude,fit_post_amplitude,fit_pre_period_hours,fit_post_period_hours,fit_pre_envelope_log_rate_per_day,fit_post_envelope_log_rate_per_day,fit_baseline_step,fit_phase_shift_angle_radians,fit_linear_drift_slope_per_day,fit_signed_acute_transient_amplitude,fit_phase_shift_hours,derived_pre_envelope_final_fraction,derived_post_envelope_final_fraction,pre_period_status,pre_period_reason,post_period_status,post_period_reason,pre_amplitude_envelope_status,pre_amplitude_envelope_reason,post_amplitude_envelope_status,post_amplitude_envelope_reason,phase_shift_status,phase_shift_reason,variant_pre_envelope_median,variant_pre_envelope_p10,variant_pre_median_envelope_to_anchor_residual,variant_pre_observable_fraction,variant_post_envelope_median,variant_post_envelope_p10,variant_post_median_envelope_to_anchor_residual,variant_post_observable_fraction,variant_transition_envelope_to_anchor_residual,variant_acute_transient_to_transition_envelope
SYN_A009_4D-T7m1_V004,msc_x10_causal_angle_halfgaussian_v1,85,9,4,local_same_tissue_variant,False,250625 to 250728::4D-T7m1_Raw.csv,4D-T7m1,DRG,250811::8C-2ML4_Raw.csv,0.11666666666666667,123,False,939,13.05556,0.9375,7.722225,6.784725,4.20139,3.26389,0.9375,7.472225,471,-0.1901442991941166,0.2,causal_half_gaussian,3.0,1.0359032290159034,2.635586954569598,29.62784339076796,24.412769072377035,-0.4220765789774384,-0.45942779939819317,1.233236108974174,1.547274831046181,0.175088742767013,1.5306844709174512,6.011801545733398,0.05705876842420763,0.05607888468176768,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.24926598922236531,0.07975182329548139,0.5732958841637509,0.3059548254620123,0.6074389887773971,0.19458893548254444,2.482635178770882,0.8207964601769911,0.2352679301809954,14.963691384429294
SYN_A009_4D-T7m1_V005,msc_x10_causal_angle_halfgaussian_v1,86,9,5,local_same_tissue_variant,False,250625 to 250728::4D-T7m1_Raw.csv,4D-T7m1,DRG,250811::5C-1FT7_Raw.csv,0.23333333333333334,123,False,939,13.05556,0.9375,7.722225,6.784725,4.20139,3.26389,0.9375,7.472225,471,-0.1901442991941166,0.2,causal_half_gaussian,3.0,1.0663229015354077,3.0044545839331986,29.95818618553255,24.58698513152017,-0.41198076647883136,-0.4918150556888126,1.5075924510181444,1.9103067913378702,0.15329969277282343,1.871636674454567,7.4752983365931716,0.061104106483032626,0.04577161843641754,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.26547916990429404,0.08728633208143406,0.6105851661197466,0.32238193018480493,0.6243951833027508,0.18459647075733085,2.551936039934655,0.8075221238938053,0.2630960029615068,16.361499161497377
SYN_A009_4D-T7m1_V006,msc_x10_causal_angle_halfgaussian_v1,87,9,6,local_same_tissue_variant,False,250625 to 250728::4D-T7m1_Raw.csv,4D-T7m1,DRG,250811::4A-2MT10_Raw.csv,0.35,123,False,939,13.05556,0.9375,7.722225,6.784725,4.20139,3.26389,0.9375,7.472225,471,-0.1901442991941166,0.2,causal_half_gaussian,3.0,1.0041695092433733,2.5531143791411397,29.040381395062763,24.465582637307037,-0.4007423346295328,-0.4704486090123198,1.4905233974839014,1.0671252665342,0.14301577731009016,0.04527881018805191,4.155192011115478,0.06594550655087486,0.05233417900528881,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.259669778356996,0.0880065951606868,0.5972239359176167,0.31006160164271046,0.5680757093934952,0.17707706188990152,2.32175538021374,0.7898230088495575,0.24814985697704076,0.41965922573989334
SYN_A009_4D-T7m1_V007,msc_x10_causal_angle_halfgaussian_v1,88,9,7,local_same_tissue_variant,False,250625 to 250728::4D-T7m1_Raw.csv,4D-T7m1,DRG,250811::8C-2ML4_Raw.csv,0.07777777777777778,123,False,939,13.05556,0.9375,7.722225,6.784725,4.20139,3.26389,0.9375,7.472225,471,-0.1901442991941166,0.2,causal_half_gaussian,3.0,1.04365471990782,2.558108916738963,29.73493037568309,24.401574017317426,-0.4249140006140325,-0.45963110221936715,1.2109194845412734,1.6404800109921487,0.17552730642546358,1.4461102119353009,6.371019229118284,0.055970828544753,0.056007436473943864,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.24873777612121717,0.07897547095941303,0.5720810277054177,0.3059548254620123,0.5891994062045323,0.1886509543565704,2.408089042980963,0.8097345132743363,0.23071288664849057,14.416018733340032
SYN_A009_4D-T7m1_V008,msc_x10_causal_angle_halfgaussian_v1,89,9,8,local_same_tissue_variant,False,250625 to 250728::4D-T7m1_Raw.csv,4D-T7m1,DRG,250811::5C-1FT7_Raw.csv,0.03888888888888889,123,False,939,13.05556,0.9375,7.722225,6.784725,4.20139,3.26389,0.9375,7.472225,471,-0.1901442991941166,0.2,causal_half_gaussian,3.0,1.0603519016656124,2.5033697982202767,29.950617985516544,24.413817444585202,-0.4274874976524892,-0.4653339324995647,1.223170604899251,1.8407931076263822,0.1725536435807745,1.3760741907182616,7.1525483788435835,0.05500203400577575,0.054039916523624346,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.2505317878648854,0.07899428480775884,0.5762071403451525,0.31006160164271046,0.5661827564043873,0.1787378716644168,2.314018781527545,0.7920353982300885,0.22838195643315076,13.85785007480186
SYN_A009_4D-T7m1_V009,msc_x10_causal_angle_halfgaussian_v1,90,9,9,local_same_tissue_variant,False,250625 to 250728::4D-T7m1_Raw.csv,4D-T7m1,DRG,250625 to 250728::8A-L3_Raw.csv,0.15555555555555556,123,False,939,13.05556,0.9375,7.722225,6.784725,4.20139,3.26389,0.9375,7.472225,471,-0.1901442991941166,0.2,causal_half_gaussian,3.0,1.0831327189371802,2.2370792664180703,29.95633317216263,24.275631761386734,-0.4700638701695818,-0.43238323655223404,1.092007595977418,1.762893514445623,0.1486218750879905,1.1269666669528124,6.811092097238964,0.04120259284250637,0.06644345902633533,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.22166056497169623,0.06230126741724595,0.509805168270759,0.2874743326488706,0.5587503623827255,0.19255020180895432,2.283642195233994,0.8097345132743363,0.18720869586757777,13.845251559033983
SYN_A010_5A-T10m1_V000,msc_x10_causal_angle_halfgaussian_v1,91,10,0,anchor_exact_fit,True,250625 to 250728::5A-T10m1_Raw.csv,5A-T10m1,DRG,250625 to 250728::5A-T10m1_Raw.csv,0.0,123,False,938,13.05556,0.94444,7.715275,6.770835,4.201385,3.256945,0.94444,7.465275,470,-0.6066250768229771,0.2,causal_half_gaussian,3.0,0.9292285774642312,2.0206006108988017,29.86057121238873,27.911011849153976,-0.5013998202695678,-1.3998568501158766,-1.0405841485328489,2.8212019075469774,0.0672389876577656,-3.914344670388624,12.532274001281316,0.0335440609508041,0.00015107784225693377,ineligible,fit_r_squared_below_0.40,ineligible,fit_r_squared_below_0.40,ineligible,fit_r_squared_below_0.40,ineligible,fit_r_squared_below_0.40;fit_post_envelope_log_rate_per_day_at_bound,ineligible,fit_r_squared_below_0.40,0.1722746131031051,0.04474097105429904,0.4023356099455529,0.2309278350515464,0.02471552044123943,0.0007351096794641482,0.07948953048063977,0.20309050772626933,0.20944760803900564,43.64664322921593
SYN_A010_5A-T10m1_V001,msc_x10_causal_angle_halfgaussian_v1,92,10,1,local_same_tissue_variant,False,250625 to 250728::5A-T10m1_Raw.csv,5A-T10m1,DRG,251003::2C- M1L1_Raw.csv,0.35,123,False,938,13.05556,0.94444,7.715275,6.770835,4.201385,3.256945,0.94444,7.465275,470,-0.6066250768229771,0.2,causal_half_gaussian,3.0,0.6441732760328368,2.0098213648807315,28.36031240601632,28.624704889243965,-0.30262081171989147,-1.3951311355786444,0.8172243339992489,2.1315455524005653,0.06646685727850005,-0.44487118066161546,9.710816952307143,0.12886427197956837,0.00015563212229375843,ineligible,fit_r_squared_below_0.40,ineligible,fit_r_squared_below_0.40,ineligible,fit_r_squared_below_0.40,ineligible,fit_r_squared_below_0.40;fit_post_envelope_log_rate_per_day_at_bound,ineligible,fit_r_squared_below_0.40,0.2329497789598237,0.10324582049063971,0.5440383218181385,0.2020618556701031,0.02495186996826697,0.0007509985109785391,0.08024967279596777,0.2052980132450331,0.3261231681485379,3.1858095472422265
SYN_A010_5A-T10m1_V002,msc_x10_causal_angle_halfgaussian_v1,93,10,2,local_same_tissue_variant,False,250625 to 250728::5A-T10m1_Raw.csv,5A-T10m1,DRG,250625 to 250728::8D-L4-1m1_Raw.csv,0.03888888888888889,123,False,938,13.05556,0.94444,7.715275,6.770835,4.201385,3.256945,0.94444,7.465275,470,-0.6066250768229771,0.2,causal_half_gaussian,3.0,0.9424061544915681,2.064963981110936,29.727175751507897,27.82031488013073,-0.49671447619011927,-1.3680693647424451,-0.7083259090398092,2.7592987238903284,0.06645236435774082,-3.6107765119119484,12.217459074341726,0.03462526156100475,0.00018448549078071646,ineligible,fit_r_squared_below_0.40,ineligible,fit_r_squared_below_0.40,ineligible,fit_r_squared_below_0.40,ineligible,fit_r_squared_below_0.40;fit_post_envelope_log_rate_per_day_at_bound,ineligible,fit_r_squared_below_0.40,0.17749090768991627,0.04668007856583309,0.41451791020696344,0.23711340206185566,0.02791453644414442,0.0008992458344918224,0.0897781376202521,0.2141280353200883,0.215898912750688,39.05866029974971
SYN_A010_5A-T10m1_V003,msc_x10_causal_angle_halfgaussian_v1,94,10,3,local_same_tissue_variant,False,250625 to 250728::5A-T10m1_Raw.csv,5A-T10m1,DRG,250811::4C-2MT5_Raw.csv,0.3111111111111111,123,False,938,13.05556,0.94444,7.715275,6.770835,4.201385,3.256945,0.94444,7.465275,470,-0.6066250768229771,0.2,causal_half_gaussian,3.0,0.8002448293124669,4.5030757709162,29.353515385836143,27.292986534471584,-0.5683932808318329,-1.2922137532288624,0.2255662647229728,2.275585001112523,0.08366983932762194,-0.8298850969557181,9.88471734590438,0.021311741380516416,0.00029716943896761704,ineligible,fit_r_squared_below_0.40,ineligible,fit_r_squared_below_0.40,ineligible,fit_r_squared_below_0.40,ineligible,fit_r_squared_below_0.40;fit_post_envelope_log_rate_per_day_at_bound,ineligible,fit_r_squared_below_0.40,0.11844866896286384,0.025691073026174568,0.27662878828171195,0.16494845360824742,0.0759044904603863,0.003011857800025854,0.24412240569293608,0.32450331125827814,0.34877319844330307,5.557021168068461
SYN_A010_5A-T10m1_V004,msc_x10_causal_angle_halfgaussian_v1,95,10,4,local_same_tissue_variant,False,250625 to 250728::5A-T10m1_Raw.csv,5A-T10m1,DRG,250811::5C-1FT7_Raw.csv,0.07777777777777778,123,False,938,13.05556,0.94444,7.715275,6.770835,4.201385,3.256945,0.94444,7.465275,470,-0.6066250768229771,0.2,causal_half_gaussian,3.0,0.941722575963171,2.2507885875312175,29.87048440274927,27.705581195109183,-0.48968960741481093,-1.3373522549940298,-0.7551699357579776,2.7716720392911256,0.06802805314116511,-3.3123514041105757,12.221632973811525,0.03631198114708724,0.00022377014960411038,ineligible,fit_r_squared_below_0.40,ineligible,fit_r_squared_below_0.40,ineligible,fit_r_squared_below_0.40,ineligible,fit_r_squared_below_0.40;fit_post_envelope_log_rate_per_day_at_bound,ineligible,fit_r_squared_below_0.40,0.18159976871673583,0.0486714295863262,0.4241138749148776,0.23917525773195877,0.033513434424956745,0.0011661792394753975,0.10778519406730845,0.22958057395143489,0.23232014685828517,33.29789047506828
SYN_A010_5A-T10m1_V005,msc_x10_causal_angle_halfgaussian_v1,96,10,5,local_same_tissue_variant,False,250625 to 250728::5A-T10m1_Raw.csv,5A-T10m1,DRG,250811::8D-2MT7_Raw.csv,0.27222222222222225,123,False,938,13.05556,0.94444,7.715275,6.770835,4.201385,3.256945,0.94444,7.465275,470,-0.6066250768229771,0.2,causal_half_gaussian,3.0,0.813920855268117,2.4984537576795165,28.51536519266684,27.212639462113938,-0.39779626209756025,-1.175866631528511,-0.3629258509956732,2.9811047949845424,0.09155409070389708,-1.845456393242527,12.911242629116169,0.06764966649214037,0.0006173969315686412,ineligible,fit_r_squared_below_0.40,ineligible,fit_r_squared_below_0.40,ineligible,fit_r_squared_below_0.40,ineligible,fit_r_squared_below_0.40;fit_post_envelope_log_rate_per_day_at_bound,ineligible,fit_r_squared_below_0.40,0.21375321730304725,0.07334672245404163,0.49920606125509126,0.24123711340206186,0.06182729402072857,0.0032272601273679864,0.1988476263035035,0.27593818984547464,0.29719548148167163,14.50202919184949
SYN_A010_5A-T10m1_V006,msc_x10_causal_angle_halfgaussian_v1,97,10,6,local_same_tissue_variant,False,250625 to 250728::5A-T10m1_Raw.csv,5A-T10m1,DRG,250811::4C-2MT5_Raw.csv,0.23333333333333334,123,False,938,13.05556,0.94444,7.715275,6.770835,4.201385,3.256945,0.94444,7.465275,470,-0.6066250768229771,0.2,causal_half_gaussian,3.0,0.832490766350408,3.8824569809118508,29.48027934247429,27.44749286314218,-0.5516449156912666,-1.319124527450616,-0.09097133859098261,2.4119892277211363,0.07956212641015786,-1.6009999903139445,10.536543787464566,0.023870862579444454,0.0002509304131335178,ineligible,fit_r_squared_below_0.40,ineligible,fit_r_squared_below_0.40,ineligible,fit_r_squared_below_0.40,ineligible,fit_r_squared_below_0.40;fit_post_envelope_log_rate_per_day_at_bound,ineligible,fit_r_squared_below_0.40,0.13035706919137022,0.02957635524386779,0.3044400448743731,0.17938144329896907,0.06010858804211909,0.0022300698157595843,0.19331996073810523,0.30022075055187636,0.31225919345171804,11.974111152484612
SYN_A010_5A-T10m1_V007,msc_x10_causal_angle_halfgaussian_v1,98,10,7,local_same_tissue_variant,False,250625 to 250728::5A-T10m1_Raw.csv,5A-T10m1,DRG,251003::2C- M1L1_Raw.csv,0.19444444444444445,123,False,938,13.05556,0.94444,7.715275,6.770835,4.201385,3.256945,0.94444,7.465275,470,-0.6066250768229771,0.2,causal_half_gaussian,3.0,0.7708645211134565,2.0146121408887625,29.027094097737393,28.307507982537302,-0.39096703774196984,-1.3972314531507475,-0.008468324903905478,2.438059488021193,0.0668100263359514,-1.9868593983180636,10.984140216300665,0.070851205158533,0.00015359129002839427,ineligible,fit_r_squared_below_0.40,ineligible,fit_r_squared_below_0.40,ineligible,fit_r_squared_below_0.40,ineligible,fit_r_squared_below_0.40;fit_post_envelope_log_rate_per_day_at_bound,ineligible,fit_r_squared_below_0.40,0.20714634203345347,0.07239694031634522,0.4837761546452572,0.22474226804123712,0.024846635760817266,0.0007438974735249567,0.07991122077912406,0.2052980132450331,0.26214258243478733,17.700957165543027
SYN_A010_5A-T10m1_V008,msc_x10_causal_angle_halfgaussian_v1,99,10,8,local_same_tissue_variant,False,250625 to 250728::5A-T10m1_Raw.csv,5A-T10m1,DRG,250811::8D-2MT7_Raw.csv,0.15555555555555556,123,False,938,13.05556,0.94444,7.715275,6.770835,4.201385,3.256945,0.94444,7.465275,470,-0.6066250768229771,0.2,causal_half_gaussian,3.0,0.863338450495023,2.293659551916353,29.091882058261938,27.511941913702525,-0.4421977870284206,-1.2718624394945248,-0.6533508356544628,2.9125749860827286,0.08113333225555502,-2.7321227977337115,12.753180101953767,0.050084271948887926,0.00033771585894015033,ineligible,fit_r_squared_below_0.40,ineligible,fit_r_squared_below_0.40,ineligible,fit_r_squared_below_0.40,ineligible,fit_r_squared_below_0.40;fit_post_envelope_log_rate_per_day_at_bound,ineligible,fit_r_squared_below_0.40,0.19529807228184592,0.05947243582959846,0.45610532868055476,0.23711340206185566,0.04196493972723768,0.0017212839980699347,0.13496674543015158,0.24282560706401765,0.25596704980620605,24.927765002912476
SYN_A010_5A-T10m1_V009,msc_x10_causal_angle_halfgaussian_v1,100,10,9,local_same_tissue_variant,False,250625 to 250728::5A-T10m1_Raw.csv,5A-T10m1,DRG,250811::5C-1FT7_Raw.csv,0.11666666666666667,123,False,938,13.05556,0.94444,7.715275,6.770835,4.201385,3.256945,0.94444,7.465275,470,-0.6066250768229771,0.2,causal_half_gaussian,3.0,0.9479695752126409,2.3658825758474253,29.875440997929537,27.602865868086784,-0.4838345009874326,-1.3060999574331065,-0.612462829370542,2.7469071051631992,0.06842258588286487,-3.0113547709715514,12.067527005653407,0.03778044744688839,0.00027233461242979465,ineligible,fit_r_squared_below_0.40,ineligible,fit_r_squared_below_0.40,ineligible,fit_r_squared_below_0.40,ineligible,fit_r_squared_below_0.40;fit_post_envelope_log_rate_per_day_at_bound,ineligible,fit_r_squared_below_0.40,0.18643759841080132,0.050760940139509124,0.4354122962302087,0.24536082474226803,0.03886645168202844,0.0014628617250825803,0.12500145416715253,0.24061810154525387,0.2440121403592173,28.821572917887025
SYN_A011_5B-T12m2_V000,msc_x10_causal_angle_halfgaussian_v1,101,11,0,anchor_exact_fit,True,250625 to 250728::5B-T12m2_Raw.csv,5B-T12m2,DRG,250625 to 250728::5B-T12m2_Raw.csv,0.0,123,False,939,13.05556,0.9375,7.722225,6.784725,4.20139,3.26389,0.9375,7.472225,471,-1.6591581256158174,0.2,causal_half_gaussian,3.0,0.714658875463321,4.252584029412394,24.07051696075792,23.82346963584021,0.0202335941702605,-0.4851952426754651,4.273086226923031,0.8109057857522077,-0.1195382962010198,-1.2305632308485135,3.0746489909059598,1.14714858518956,0.04771166748654557,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.7651666948984601,0.7244864782824312,1.6320640008089273,1.0,0.9202646203196222,0.2749600418844473,1.9460641235275262,0.7212389380530974,1.855021193542391,1.4028120215624695
SYN_A011_5B-T12m2_V001,msc_x10_causal_angle_halfgaussian_v1,102,11,1,local_same_tissue_variant,False,250625 to 250728::5B-T12m2_Raw.csv,5B-T12m2,DRG,250625 to 250728::3A-L5m2_Raw.csv,0.11666666666666667,123,False,939,13.05556,0.9375,7.722225,6.784725,4.20139,3.26389,0.9375,7.472225,471,-1.6591581256158174,0.2,causal_half_gaussian,3.0,0.7778776656225892,4.195593932837908,24.126974375850846,23.85974632145776,-0.0015123230103553896,-0.4918473953687583,3.9145876017038366,0.9520217961264139,-0.0991421765606655,-0.985077970124982,3.615204301251332,0.9897917656187452,0.045762337039960604,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.7739174231986297,0.7707637554916482,1.6507288861663092,1.0,0.8838457452588929,0.26127832820528624,1.8690498989121096,0.7079646017699115,1.7492803473841236,1.1908460220734414
SYN_A011_5B-T12m2_V002,msc_x10_causal_angle_halfgaussian_v1,103,11,2,local_same_tissue_variant,False,250625 to 250728::5B-T12m2_Raw.csv,5B-T12m2,DRG,250625 to 250728::8C-L3m1_Raw.csv,0.23333333333333334,123,False,939,13.05556,0.9375,7.722225,6.784725,4.20139,3.26389,0.9375,7.472225,471,-1.6591581256158174,0.2,causal_half_gaussian,3.0,0.7965605647648171,3.5155717227945567,24.144028051635892,23.79947986979858,-0.05539275684653779,-0.5200015032414596,3.195756098601634,0.7817072611348364,-0.09072155616313089,-0.8436241783588194,2.960954566180866,0.6867227584116078,0.03835602620143535,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.6607348407471151,0.5689499448369579,1.4093158456232702,1.0,0.6774230752092278,0.1867628052266263,1.4325322456235452,0.6150442477876106,1.261687223440248,1.413975008361521
SYN_A011_5B-T12m2_V003,msc_x10_causal_angle_halfgaussian_v1,104,11,3,local_same_tissue_variant,False,250625 to 250728::5B-T12m2_Raw.csv,5B-T12m2,DRG,250625 to 250728::4C-T5m1_Raw.csv,0.19444444444444445,123,False,939,13.05556,0.9375,7.722225,6.784725,4.20139,3.26389,0.9375,7.472225,471,-1.6591581256158174,0.2,causal_half_gaussian,3.0,0.7846921253791943,3.952910309049129,24.506906996326734,24.115681867438724,-0.05154824006003866,-0.4429926098458375,4.027891056168599,0.4518124924369693,-0.0989148737575368,-0.8797317168208111,1.7341150704077257,0.7048708862300065,0.06216683862013787,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.6593906385934161,0.5737169482782684,1.4064487266549608,1.0,0.9660851343562105,0.32432990257755073,2.0429597951846894,0.7632743362831859,1.2900441731062668,1.4420824408909507
SYN_A011_5B-T12m2_V004,msc_x10_causal_angle_halfgaussian_v1,105,11,4,local_same_tissue_variant,False,250625 to 250728::5B-T12m2_Raw.csv,5B-T12m2,DRG,250811::4A-2MT10_Raw.csv,0.03888888888888889,123,False,939,13.05556,0.9375,7.722225,6.784725,4.20139,3.26389,0.9375,7.472225,471,-1.6591581256158174,0.2,causal_half_gaussian,3.0,0.7219462528779472,4.197324098539761,24.19815947567057,23.854680605294,0.0060178892744348934,-0.48537366089388645,4.188292578575451,0.7659979524684601,-0.11173926297347424,-1.269902026414749,2.908180422367101,1.0416747180386523,0.047658316035141625,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.7367591717163778,0.7248848352419167,1.571472111163529,1.0,0.9025235701389304,0.2711139228677214,1.9085475000389966,0.7168141592920354,1.712140035361898,1.5684668857834114
SYN_A011_5B-T12m2_V005,msc_x10_causal_angle_halfgaussian_v1,106,11,5,local_same_tissue_variant,False,250625 to 250728::5B-T12m2_Raw.csv,5B-T12m2,DRG,251003::2B- 1MT7_Raw.csv,0.3111111111111111,123,False,939,13.05556,0.9375,7.722225,6.784725,4.20139,3.26389,0.9375,7.472225,471,-1.6591581256158174,0.2,causal_half_gaussian,3.0,0.5904421830881237,3.518598851424238,24.37300582039914,24.025938364608585,0.05127119182141589,-0.4325097214379765,3.6314044997742516,0.9224760412280046,-0.172998827746501,-2.714388003473417,3.527407107354743,1.4160353178296243,0.06639077923844658,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.7019849685335718,0.6112341069036119,1.4973003972744343,1.0,0.899839850512533,0.30629294951268027,1.9028722949216634,0.7389380530973452,1.862957565859858,3.081153854874974
SYN_A011_5B-T12m2_V006,msc_x10_causal_angle_halfgaussian_v1,107,11,6,local_same_tissue_variant,False,250625 to 250728::5B-T12m2_Raw.csv,5B-T12m2,DRG,250625 to 250728::4C-T5m1_Raw.csv,0.07777777777777778,123,False,939,13.05556,0.9375,7.722225,6.784725,4.20139,3.26389,0.9375,7.472225,471,-1.6591581256158174,0.2,causal_half_gaussian,3.0,0.7426721754296703,4.132714541267088,24.245072974985447,23.940354528479617,-0.008479139521859164,-0.46831418954361403,4.1750081586212575,0.6672684684261125,-0.1112889272236266,-1.0902306252374325,2.542443508954455,0.9440948606651755,0.053039359403604644,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.7217202756751684,0.7053851691772102,1.5393948644610664,1.0,0.9379561707918863,0.29392290276664057,1.9834760710298567,0.7367256637168141,1.6041237579942358,1.4372255425101894
SYN_A011_5B-T12m2_V007,msc_x10_causal_angle_halfgaussian_v1,108,11,7,local_same_tissue_variant,False,250625 to 250728::5B-T12m2_Raw.csv,5B-T12m2,DRG,250625 to 250728::3A-L5m2_Raw.csv,0.27222222222222225,123,False,939,13.05556,0.9375,7.722225,6.784725,4.20139,3.26389,0.9375,7.472225,471,-1.6591581256158174,0.2,causal_half_gaussian,3.0,0.8621693858349471,4.11960713740526,24.202250929308082,23.908115235614495,-0.030506879251176587,-0.5007169322931493,3.4365894347449104,1.1401764766253546,-0.07194735037352643,-0.6577642891602732,4.338479490800217,0.8130352712309817,0.04328655223649722,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.7778168126817376,0.7163168569941116,1.6590460976222494,1.0,0.8438028256469465,0.24401887477581144,1.7843719839543,0.6880530973451328,1.6031956566243997,0.8676172623837023
SYN_A011_5B-T12m2_V008,msc_x10_causal_angle_halfgaussian_v1,109,11,8,local_same_tissue_variant,False,250625 to 250728::5B-T12m2_Raw.csv,5B-T12m2,DRG,250811::4A-2MT10_Raw.csv,0.15555555555555556,123,False,939,13.05556,0.9375,7.722225,6.784725,4.20139,3.26389,0.9375,7.472225,471,-1.6591581256158174,0.2,causal_half_gaussian,3.0,0.743808385121826,4.031544305921861,24.581087020408507,23.94831351365538,-0.03662922541304193,-0.4859089155491505,3.9339116335327122,0.6312744526172178,-0.08834216329083756,-1.3879184131134552,2.4060978254395162,0.7799548688739423,0.047498619361499766,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.6573126753273981,0.5954164567236365,1.4020165302929362,1.0,0.8595877180879196,0.2596203061866018,1.8177519620550007,0.7035398230088495,1.348907621022149,2.1758359577429016
SYN_A011_5B-T12m2_V009,msc_x10_causal_angle_halfgaussian_v1,110,11,9,local_same_tissue_variant,False,250625 to 250728::5B-T12m2_Raw.csv,5B-T12m2,DRG,250625 to 250728::8C-L3m1_Raw.csv,0.35,123,False,939,13.05556,0.9375,7.722225,6.784725,4.20139,3.26389,0.9375,7.472225,471,-1.6591581256158174,0.2,causal_half_gaussian,3.0,0.8375114094155651,3.1470655694856378,24.18078359707488,23.78748498677777,-0.09320593235493693,-0.5374046335244568,2.6570910344409358,0.7671079988261509,-0.07631318614418645,-0.6501546521139724,2.9041909657611584,0.5313275359355479,0.034390470096307774,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.6114693707101353,0.4754251335131995,1.30423495192212,0.9219712525667351,0.5738998711092055,0.15154412106405626,1.2136139160438422,0.5597345132743363,1.0372316287784384,1.3255171265962176
SYN_A012_5C-T12_V000,msc_x10_causal_angle_halfgaussian_v1,111,12,0,anchor_exact_fit,True,250625 to 250728::5C-T12_Raw.csv,5C-T12,DRG,250625 to 250728::5C-T12_Raw.csv,0.0,123,False,942,13.10903,0.88889,7.727085,6.838195,4.18056,3.29167,0.88889,7.477085,475,-1.1569699761191736,0.2,causal_half_gaussian,3.0,2.147625246042577,3.457483857481017,29.995160377586597,25.56491188486716,-1.035995215190215,-0.2416534650211763,7.023837584015315,3.111004566183928,0.2303212215210187,4.223854124906294,12.657999680040042,0.0008381300316069162,0.21972708920035494,difficult,fit_pre_period_hours_at_bound,eligible,none,eligible,none,eligible,none,difficult,fit_pre_period_hours_at_bound,0.06369302418014378,0.0038175449761743063,0.07475990983741672,0.1326530612244898,1.5817397191120066,0.8691507204660442,1.7193065362102353,0.8606194690265486,0.11518419875113302,39.85972510728131
SYN_A012_5C-T12_V001,msc_x10_causal_angle_halfgaussian_v1,112,12,1,local_same_tissue_variant,False,250625 to 250728::5C-T12_Raw.csv,5C-T12,DRG,250811::6A-1FL1_Raw.csv,0.03888888888888889,123,False,942,13.10903,0.88889,7.727085,6.838195,4.18056,3.29167,0.88889,7.477085,475,-1.1569699761191736,0.2,causal_half_gaussian,3.0,2.1083654860149412,3.560836264161319,29.926446937019122,25.52306688052585,-1.0231910798774158,-0.2441287952323442,7.093908682678512,3.024442774503874,0.23686311963911955,4.201401570211973,12.285656309034783,0.0009148228422495787,0.21634273479917138,difficult,fit_pre_period_hours_at_bound,eligible,none,eligible,none,eligible,none,difficult,fit_pre_period_hours_at_bound,0.06530740582673716,0.0040528602947414545,0.07665479593987513,0.1306122448979592,1.6160246678128067,0.8825602995282952,1.7565733100559418,0.8716814159292036,0.11870034902590615,38.47339322641689
