synthetic_id,model_spec_version,source_synthetic_id,anchor_index,variant_number,anchor_recording_uid,anchor_recording_id,tissue,scenario_family,scenario_level_number,scenario_level,target_parameters,added_parameter,added_component,target_status,target_status_reason,duration_days,forskolin_day_original,forskolin_day_zero,drift_reference_day_original,drift_reference_day_zero,profiled_initial_phase_radians,fit_pre_amplitude,fit_post_amplitude,fit_pre_period_hours,fit_post_period_hours,fit_pre_envelope_log_rate_per_day,fit_post_envelope_log_rate_per_day,fit_baseline_step,fit_phase_shift_angle_radians,fit_linear_drift_slope_per_day,fit_signed_acute_transient_amplitude,fit_phase_shift_hours
SYN_A008_4C-T5m1_V004__phase_shift_hours__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V004,8,4,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,phase_shift_hours,1,S1_pre_amplitude,fit_phase_shift_angle_radians,fit_pre_amplitude,pre_amplitude,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,1.1526746982343925,2.0,24.0,24.0,0.0,0.0,0.0,-0.3211663764530321,0.0,0.0,-1.2267651928179015
SYN_A008_4C-T5m1_V004__phase_shift_hours__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V004,8,4,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,phase_shift_hours,2,S2_post_amplitude,fit_phase_shift_angle_radians,fit_post_amplitude,post_amplitude,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.547659136706845,24.0,24.0,0.0,0.0,0.0,-0.3211663764530321,0.0,0.0,-1.2267651928179015
SYN_A008_4C-T5m1_V004__phase_shift_hours__S03,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V004,8,4,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,phase_shift_hours,3,S3_pre_period,fit_phase_shift_angle_radians,fit_pre_period_hours,pre_period,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.0,25.907936855409822,24.0,0.0,0.0,0.0,-0.3211663764530321,0.0,0.0,-1.2267651928179015
SYN_A008_4C-T5m1_V004__phase_shift_hours__S04,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V004,8,4,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,phase_shift_hours,4,S4_post_period,fit_phase_shift_angle_radians,fit_post_period_hours,post_period,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.0,24.0,25.222079741591976,0.0,0.0,0.0,-0.3211663764530321,0.0,0.0,-1.289232063227607
SYN_A008_4C-T5m1_V004__phase_shift_hours__S05,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V004,8,4,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,phase_shift_hours,5,S5_pre_envelope,fit_phase_shift_angle_radians,fit_pre_envelope_log_rate_per_day,pre_envelope,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.0,24.0,24.0,-0.3412468667359772,0.0,0.0,-0.3211663764530321,0.0,0.0,-1.2267651928179015
SYN_A008_4C-T5m1_V004__phase_shift_hours__S06,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V004,8,4,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,phase_shift_hours,6,S6_post_envelope,fit_phase_shift_angle_radians,fit_post_envelope_log_rate_per_day,post_envelope,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.0,24.0,24.0,0.0,-0.2448875276330825,0.0,-0.3211663764530321,0.0,0.0,-1.2267651928179015
SYN_A008_4C-T5m1_V004__phase_shift_hours__S07,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V004,8,4,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,phase_shift_hours,7,S7_linear_drift,fit_phase_shift_angle_radians,fit_linear_drift_slope_per_day,linear_drift,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.0,24.0,24.0,0.0,0.0,0.0,-0.3211663764530321,0.0138615051078076,0.0,-1.2267651928179015
SYN_A008_4C-T5m1_V004__phase_shift_hours__S08,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V004,8,4,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,phase_shift_hours,8,S8_baseline_step,fit_phase_shift_angle_radians,fit_baseline_step,baseline_step,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.0,24.0,24.0,0.0,0.0,3.399140932606158,-0.3211663764530321,0.0,0.0,-1.2267651928179015
SYN_A008_4C-T5m1_V004__phase_shift_hours__S09,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V004,8,4,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,phase_shift_hours,9,S9_acute_treatment_transient,fit_phase_shift_angle_radians,fit_signed_acute_transient_amplitude,acute_treatment_transient,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.0,24.0,24.0,0.0,0.0,0.0,-0.3211663764530321,0.0,0.4225004320760908,-1.2267651928179015
SYN_A008_4C-T5m1_V005__pre_period_hours__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V005,8,5,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,pre_period_hours,0,S0_target_only,fit_pre_period_hours,none,target_only,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.0,26.00377190861333,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A008_4C-T5m1_V005__pre_period_hours__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V005,8,5,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,pre_period_hours,1,S1_pre_amplitude,fit_pre_period_hours,fit_pre_amplitude,pre_amplitude,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,1.1333566309620775,2.0,26.00377190861333,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A008_4C-T5m1_V005__pre_period_hours__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V005,8,5,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,pre_period_hours,2,S2_pre_envelope,fit_pre_period_hours,fit_pre_envelope_log_rate_per_day,pre_envelope,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.0,26.00377190861333,24.0,-0.3793397599567316,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A008_4C-T5m1_V005__pre_period_hours__S03,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V005,8,5,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,pre_period_hours,3,S3_linear_drift,fit_pre_period_hours,fit_linear_drift_slope_per_day,linear_drift,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.0,26.00377190861333,24.0,0.0,0.0,0.0,0.0,-0.0345201795584183,0.0,0.0
SYN_A008_4C-T5m1_V005__post_period_hours__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V005,8,5,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,post_period_hours,0,S0_target_only,fit_post_period_hours,none,target_only,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.0,24.0,25.298702371401088,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A008_4C-T5m1_V005__post_period_hours__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V005,8,5,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,post_period_hours,1,S1_post_amplitude,fit_post_period_hours,fit_post_amplitude,post_amplitude,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.31716781898174,24.0,25.298702371401088,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A008_4C-T5m1_V005__post_period_hours__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V005,8,5,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,post_period_hours,2,S2_post_envelope,fit_post_period_hours,fit_post_envelope_log_rate_per_day,post_envelope,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.0,24.0,25.298702371401088,0.0,-0.3011313655031037,0.0,0.0,0.0,0.0,0.0
SYN_A008_4C-T5m1_V005__post_period_hours__S03,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V005,8,5,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,post_period_hours,3,S3_linear_drift,fit_post_period_hours,fit_linear_drift_slope_per_day,linear_drift,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.0,24.0,25.298702371401088,0.0,0.0,0.0,0.0,-0.0345201795584183,0.0,0.0
SYN_A008_4C-T5m1_V005__post_period_hours__S04,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V005,8,5,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,post_period_hours,4,S4_baseline_step,fit_post_period_hours,fit_baseline_step,baseline_step,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.0,24.0,25.298702371401088,0.0,0.0,2.56002180734143,0.0,0.0,0.0,0.0
SYN_A008_4C-T5m1_V005__post_period_hours__S05,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V005,8,5,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,post_period_hours,5,S5_acute_treatment_transient,fit_post_period_hours,fit_signed_acute_transient_amplitude,acute_treatment_transient,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.0,24.0,25.298702371401088,0.0,0.0,0.0,0.0,0.0,0.1953495445291672,0.0
SYN_A008_4C-T5m1_V005__pre_amplitude_trajectory__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V005,8,5,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,pre_amplitude_trajectory,0,S0_target_only,fit_pre_amplitude;fit_pre_envelope_log_rate_per_day,none,target_only,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,1.1333566309620775,2.0,24.0,24.0,-0.3793397599567316,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A008_4C-T5m1_V005__pre_amplitude_trajectory__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V005,8,5,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,pre_amplitude_trajectory,1,S1_pre_period,fit_pre_amplitude;fit_pre_envelope_log_rate_per_day,fit_pre_period_hours,pre_period,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,1.1333566309620775,2.0,26.00377190861333,24.0,-0.3793397599567316,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A008_4C-T5m1_V005__pre_amplitude_trajectory__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V005,8,5,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,pre_amplitude_trajectory,2,S2_linear_drift,fit_pre_amplitude;fit_pre_envelope_log_rate_per_day,fit_linear_drift_slope_per_day,linear_drift,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,1.1333566309620775,2.0,24.0,24.0,-0.3793397599567316,0.0,0.0,0.0,-0.0345201795584183,0.0,0.0
SYN_A008_4C-T5m1_V005__post_amplitude_trajectory__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V005,8,5,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,post_amplitude_trajectory,0,S0_target_only,fit_post_amplitude;fit_post_envelope_log_rate_per_day,none,target_only,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.31716781898174,24.0,24.0,0.0,-0.3011313655031037,0.0,0.0,0.0,0.0,0.0
SYN_A008_4C-T5m1_V005__post_amplitude_trajectory__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V005,8,5,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,post_amplitude_trajectory,1,S1_post_period,fit_post_amplitude;fit_post_envelope_log_rate_per_day,fit_post_period_hours,post_period,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.31716781898174,24.0,25.298702371401088,0.0,-0.3011313655031037,0.0,0.0,0.0,0.0,0.0
SYN_A008_4C-T5m1_V005__post_amplitude_trajectory__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V005,8,5,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,post_amplitude_trajectory,2,S2_linear_drift,fit_post_amplitude;fit_post_envelope_log_rate_per_day,fit_linear_drift_slope_per_day,linear_drift,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.31716781898174,24.0,24.0,0.0,-0.3011313655031037,0.0,0.0,-0.0345201795584183,0.0,0.0
SYN_A008_4C-T5m1_V005__post_amplitude_trajectory__S03,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V005,8,5,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,post_amplitude_trajectory,3,S3_baseline_step,fit_post_amplitude;fit_post_envelope_log_rate_per_day,fit_baseline_step,baseline_step,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.31716781898174,24.0,24.0,0.0,-0.3011313655031037,2.56002180734143,0.0,0.0,0.0,0.0
SYN_A008_4C-T5m1_V005__post_amplitude_trajectory__S04,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V005,8,5,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,post_amplitude_trajectory,4,S4_acute_treatment_transient,fit_post_amplitude;fit_post_envelope_log_rate_per_day,fit_signed_acute_transient_amplitude,acute_treatment_transient,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.31716781898174,24.0,24.0,0.0,-0.3011313655031037,0.0,0.0,0.0,0.1953495445291672,0.0
SYN_A008_4C-T5m1_V005__phase_shift_hours__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V005,8,5,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,phase_shift_hours,0,S0_target_only,fit_phase_shift_angle_radians,none,target_only,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.0,24.0,24.0,0.0,0.0,0.0,-1.6902013150818282,0.0,0.0,-6.456093458776681
SYN_A008_4C-T5m1_V005__phase_shift_hours__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V005,8,5,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,phase_shift_hours,1,S1_pre_amplitude,fit_phase_shift_angle_radians,fit_pre_amplitude,pre_amplitude,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,1.1333566309620775,2.0,24.0,24.0,0.0,0.0,0.0,-1.6902013150818282,0.0,0.0,-6.456093458776681
SYN_A008_4C-T5m1_V005__phase_shift_hours__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V005,8,5,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,phase_shift_hours,2,S2_post_amplitude,fit_phase_shift_angle_radians,fit_post_amplitude,post_amplitude,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.31716781898174,24.0,24.0,0.0,0.0,0.0,-1.6902013150818282,0.0,0.0,-6.456093458776681
SYN_A008_4C-T5m1_V005__phase_shift_hours__S03,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V005,8,5,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,phase_shift_hours,3,S3_pre_period,fit_phase_shift_angle_radians,fit_pre_period_hours,pre_period,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.0,26.00377190861333,24.0,0.0,0.0,0.0,-1.6902013150818282,0.0,0.0,-6.456093458776681
SYN_A008_4C-T5m1_V005__phase_shift_hours__S04,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V005,8,5,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,phase_shift_hours,4,S4_post_period,fit_phase_shift_angle_radians,fit_post_period_hours,post_period,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.0,24.0,25.298702371401088,0.0,0.0,0.0,-1.6902013150818282,0.0,0.0,-6.805449453980861
SYN_A008_4C-T5m1_V005__phase_shift_hours__S05,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V005,8,5,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,phase_shift_hours,5,S5_pre_envelope,fit_phase_shift_angle_radians,fit_pre_envelope_log_rate_per_day,pre_envelope,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.0,24.0,24.0,-0.3793397599567316,0.0,0.0,-1.6902013150818282,0.0,0.0,-6.456093458776681
SYN_A008_4C-T5m1_V005__phase_shift_hours__S06,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V005,8,5,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,phase_shift_hours,6,S6_post_envelope,fit_phase_shift_angle_radians,fit_post_envelope_log_rate_per_day,post_envelope,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.0,24.0,24.0,0.0,-0.3011313655031037,0.0,-1.6902013150818282,0.0,0.0,-6.456093458776681
SYN_A008_4C-T5m1_V005__phase_shift_hours__S07,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V005,8,5,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,phase_shift_hours,7,S7_linear_drift,fit_phase_shift_angle_radians,fit_linear_drift_slope_per_day,linear_drift,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.0,24.0,24.0,0.0,0.0,0.0,-1.6902013150818282,-0.0345201795584183,0.0,-6.456093458776681
SYN_A008_4C-T5m1_V005__phase_shift_hours__S08,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V005,8,5,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,phase_shift_hours,8,S8_baseline_step,fit_phase_shift_angle_radians,fit_baseline_step,baseline_step,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.0,24.0,24.0,0.0,0.0,2.56002180734143,-1.6902013150818282,0.0,0.0,-6.456093458776681
SYN_A008_4C-T5m1_V005__phase_shift_hours__S09,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V005,8,5,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,phase_shift_hours,9,S9_acute_treatment_transient,fit_phase_shift_angle_radians,fit_signed_acute_transient_amplitude,acute_treatment_transient,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.0,24.0,24.0,0.0,0.0,0.0,-1.6902013150818282,0.0,0.1953495445291672,-6.456093458776681
SYN_A008_4C-T5m1_V006__pre_period_hours__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V006,8,6,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,pre_period_hours,0,S0_target_only,fit_pre_period_hours,none,target_only,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.0,26.03655910923627,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A008_4C-T5m1_V006__pre_period_hours__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V006,8,6,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,pre_period_hours,1,S1_pre_amplitude,fit_pre_period_hours,fit_pre_amplitude,pre_amplitude,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,1.1156048577437765,2.0,26.03655910923627,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A008_4C-T5m1_V006__pre_period_hours__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V006,8,6,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,pre_period_hours,2,S2_pre_envelope,fit_pre_period_hours,fit_pre_envelope_log_rate_per_day,pre_envelope,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.0,26.03655910923627,24.0,-0.3549568163275968,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A008_4C-T5m1_V006__pre_period_hours__S03,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V006,8,6,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,pre_period_hours,3,S3_linear_drift,fit_pre_period_hours,fit_linear_drift_slope_per_day,linear_drift,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.0,26.03655910923627,24.0,0.0,0.0,0.0,0.0,-0.0119883640846937,0.0,0.0
SYN_A008_4C-T5m1_V006__post_period_hours__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V006,8,6,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,post_period_hours,0,S0_target_only,fit_post_period_hours,none,target_only,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.0,24.0,25.27141306441368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A008_4C-T5m1_V006__post_period_hours__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V006,8,6,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,post_period_hours,1,S1_post_amplitude,fit_post_period_hours,fit_post_amplitude,post_amplitude,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.8235519133668063,24.0,25.27141306441368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A008_4C-T5m1_V006__post_period_hours__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V006,8,6,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,post_period_hours,2,S2_post_envelope,fit_post_period_hours,fit_post_envelope_log_rate_per_day,post_envelope,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.0,24.0,25.27141306441368,0.0,-0.2890184600133659,0.0,0.0,0.0,0.0,0.0
SYN_A008_4C-T5m1_V006__post_period_hours__S03,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V006,8,6,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,post_period_hours,3,S3_linear_drift,fit_post_period_hours,fit_linear_drift_slope_per_day,linear_drift,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.0,24.0,25.27141306441368,0.0,0.0,0.0,0.0,-0.0119883640846937,0.0,0.0
SYN_A008_4C-T5m1_V006__post_period_hours__S04,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V006,8,6,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,post_period_hours,4,S4_baseline_step,fit_post_period_hours,fit_baseline_step,baseline_step,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.0,24.0,25.27141306441368,0.0,0.0,2.905511072862542,0.0,0.0,0.0,0.0
SYN_A008_4C-T5m1_V006__post_period_hours__S05,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V006,8,6,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,post_period_hours,5,S5_acute_treatment_transient,fit_post_period_hours,fit_signed_acute_transient_amplitude,acute_treatment_transient,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.0,24.0,25.27141306441368,0.0,0.0,0.0,0.0,0.0,1.6148806220416223,0.0
SYN_A008_4C-T5m1_V006__pre_amplitude_trajectory__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V006,8,6,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,pre_amplitude_trajectory,0,S0_target_only,fit_pre_amplitude;fit_pre_envelope_log_rate_per_day,none,target_only,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,1.1156048577437765,2.0,24.0,24.0,-0.3549568163275968,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A008_4C-T5m1_V006__pre_amplitude_trajectory__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V006,8,6,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,pre_amplitude_trajectory,1,S1_pre_period,fit_pre_amplitude;fit_pre_envelope_log_rate_per_day,fit_pre_period_hours,pre_period,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,1.1156048577437765,2.0,26.03655910923627,24.0,-0.3549568163275968,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A008_4C-T5m1_V006__pre_amplitude_trajectory__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V006,8,6,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,pre_amplitude_trajectory,2,S2_linear_drift,fit_pre_amplitude;fit_pre_envelope_log_rate_per_day,fit_linear_drift_slope_per_day,linear_drift,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,1.1156048577437765,2.0,24.0,24.0,-0.3549568163275968,0.0,0.0,0.0,-0.0119883640846937,0.0,0.0
SYN_A008_4C-T5m1_V006__post_amplitude_trajectory__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V006,8,6,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,post_amplitude_trajectory,0,S0_target_only,fit_post_amplitude;fit_post_envelope_log_rate_per_day,none,target_only,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.8235519133668063,24.0,24.0,0.0,-0.2890184600133659,0.0,0.0,0.0,0.0,0.0
SYN_A008_4C-T5m1_V006__post_amplitude_trajectory__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A008_4C-T5m1_V006,8,6,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,DRG,post_amplitude_trajectory,1,S1_post_period,fit_post_amplitude;fit_post_envelope_log_rate_per_day,fit_post_period_hours,post_period,eligible,none,13.05556,7.725695,6.784725,4.20486,3.26389,-1.3917517793457,2.0,2.8235519133668063,24.0,25.27141306441368,0.0,-0.2890184600133659,0.0,0.0,0.0,0.0,0.0
